"time_period","nation","variable","value"
2,"Argentina","net_imports_agrc_pulses_tonne",-42118
3,"Argentina","net_imports_agrc_pulses_tonne",6290
4,"Argentina","net_imports_agrc_pulses_tonne",-11484
5,"Argentina","net_imports_agrc_pulses_tonne",-4535
6,"Argentina","net_imports_agrc_pulses_tonne",-8531
7,"Argentina","net_imports_agrc_pulses_tonne",-8576
8,"Argentina","net_imports_agrc_pulses_tonne",-10893
0,"Argentina","net_imports_agrc_rice_tonne",0
1,"Argentina","net_imports_agrc_rice_tonne",169780
2,"Argentina","net_imports_agrc_rice_tonne",-136092
3,"Argentina","net_imports_agrc_rice_tonne",17211
4,"Argentina","net_imports_agrc_rice_tonne",-39872
5,"Argentina","net_imports_agrc_rice_tonne",-18562
6,"Argentina","net_imports_agrc_rice_tonne",-32646
7,"Argentina","net_imports_agrc_rice_tonne",-34579
8,"Argentina","net_imports_agrc_rice_tonne",-44684
0,"Argentina","net_imports_agrc_tubers_tonne",0
1,"Argentina","net_imports_agrc_tubers_tonne",1475900
2,"Argentina","net_imports_agrc_tubers_tonne",-1172539
3,"Argentina","net_imports_agrc_tubers_tonne",171736
4,"Argentina","net_imports_agrc_tubers_tonne",-322652
5,"Argentina","net_imports_agrc_tubers_tonne",-130380
6,"Argentina","net_imports_agrc_tubers_tonne",-242763
7,"Argentina","net_imports_agrc_tubers_tonne",-245795
8,"Argentina","net_imports_agrc_tubers_tonne",-312864
0,"Argentina","net_imports_agrc_vegetables_tonne",0
1,"Argentina","net_imports_agrc_vegetables_tonne",123744
2,"Argentina","net_imports_agrc_vegetables_tonne",-98643
3,"Argentina","net_imports_agrc_vegetables_tonne",13693
4,"Argentina","net_imports_agrc_vegetables_tonne",-27808
5,"Argentina","net_imports_agrc_vegetables_tonne",-11904
6,"Argentina","net_imports_agrc_vegetables_tonne",-21632
7,"Argentina","net_imports_agrc_vegetables_tonne",-22303
8,"Argentina","net_imports_agrc_vegetables_tonne",-28551
0,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0.0308544824160329
1,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
2,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
3,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
4,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
5,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
6,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
7,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0
8,"Argentina","emission_co2e_co2_lndu_conversion_croplands",0.00141474920648436
0,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",25.8122559332232
1,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",26.4674738385495
2,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",23.7899549226063
3,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",22.4331253510275
4,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",21.4841207457372
5,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",20.8888507393957
6,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",20.5353088481995
7,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",20.4437655492275
8,"Argentina","emission_co2e_co2_lndu_conversion_forests_mangroves",4.95952311766248
0,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",83.3733161992606
1,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",81.448932104122
2,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",70.8708332495779
3,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",65.3178015776448
4,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",61.267724658844
5,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",58.429884491285
6,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",56.3972801330018
7,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",55.1953847420105
8,"Argentina","emission_co2e_co2_lndu_conversion_forests_primary",11.8823587184546
0,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",42.4114410278573
1,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",47.0483004435465
2,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",38.8008629836192
3,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",33.7920831363451
4,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",29.9814790691872
5,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",27.056359254676
6,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",24.6971146186579
7,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",22.8139956688221
8,"Argentina","emission_co2e_co2_lndu_conversion_forests_secondary",4.18498154036643
0,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
1,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
2,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
3,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
4,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
5,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
6,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
7,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0
8,"Argentina","emission_co2e_co2_lndu_conversion_grasslands",0.913898977301103
0,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0608962768308088
1,"Argentina","emission_co2e_co2_lndu_conversion_other",0.545386391885744
2,"Argentina","emission_co2e_co2_lndu_conversion_other",0.161160750300494
3,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0712155917720261
4,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0397112237209833
5,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0275864988970721
6,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0227063689670295
7,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0210127436224282
8,"Argentina","emission_co2e_co2_lndu_conversion_other",0.0115154694024407
0,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
1,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
2,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
3,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
4,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
5,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
6,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
7,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
8,"Argentina","emission_co2e_co2_lndu_conversion_settlements",0
0,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
1,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
2,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
3,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
4,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
5,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
6,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
7,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
8,"Argentina","emission_co2e_co2_lndu_conversion_wetlands",0
0,"Argentina","area_lndu_croplands_ha",3276173.83057691
1,"Argentina","area_lndu_croplands_ha",948861.89470967
2,"Argentina","area_lndu_croplands_ha",1321851.25484088
3,"Argentina","area_lndu_croplands_ha",1533632.71733468
4,"Argentina","area_lndu_croplands_ha",1707471.03975012
5,"Argentina","area_lndu_croplands_ha",1868821.73864911
6,"Argentina","area_lndu_croplands_ha",2032812.07047859
7,"Argentina","area_lndu_croplands_ha",2209680.74727855
8,"Argentina","area_lndu_croplands_ha",2411510.24521741
0,"Argentina","area_lndu_forests_mangroves_ha",249768.652240947
1,"Argentina","area_lndu_forests_mangroves_ha",264144.270671577
2,"Argentina","area_lndu_forests_mangroves_ha",258916.850844955
3,"Argentina","area_lndu_forests_mangroves_ha",254125.037343575
4,"Argentina","area_lndu_forests_mangroves_ha",249519.573319281
5,"Argentina","area_lndu_forests_mangroves_ha",245045.497740871
6,"Argentina","area_lndu_forests_mangroves_ha",240638.57688624
7,"Argentina","area_lndu_forests_mangroves_ha",236248.998651223
8,"Argentina","area_lndu_forests_mangroves_ha",231815.100405388
0,"Argentina","area_lndu_forests_primary_ha",11588727.1324905
1,"Argentina","area_lndu_forests_primary_ha",11375645.1720923
2,"Argentina","area_lndu_forests_primary_ha",11187557.7292152
3,"Argentina","area_lndu_forests_primary_ha",11021020.9517034
4,"Argentina","area_lndu_forests_primary_ha",10867151.95985
5,"Argentina","area_lndu_forests_primary_ha",10722924.5796199
6,"Argentina","area_lndu_forests_primary_ha",10585767.2959281
7,"Argentina","area_lndu_forests_primary_ha",10453990.2611887
8,"Argentina","area_lndu_forests_primary_ha",10325902.1162519
0,"Argentina","area_lndu_forests_secondary_ha",4893421.91707761
1,"Argentina","area_lndu_forests_secondary_ha",5695768.2153377
2,"Argentina","area_lndu_forests_secondary_ha",5089080.40235682
3,"Argentina","area_lndu_forests_secondary_ha",4590375.61604387
4,"Argentina","area_lndu_forests_secondary_ha",4155134.2707055
5,"Argentina","area_lndu_forests_secondary_ha",3768093.94191254
6,"Argentina","area_lndu_forests_secondary_ha",3417857.49504742
7,"Argentina","area_lndu_forests_secondary_ha",3097079.54275015
8,"Argentina","area_lndu_forests_secondary_ha",2799431.62069704
0,"Argentina","area_lndu_grasslands_ha",6378117.68459162
1,"Argentina","area_lndu_grasslands_ha",7812646.61192451
2,"Argentina","area_lndu_grasslands_ha",8471211.33923263
3,"Argentina","area_lndu_grasslands_ha",9009077.24392661
4,"Argentina","area_lndu_grasslands_ha",9465304.91675632
5,"Argentina","area_lndu_grasslands_ha",9860356.54784898
6,"Argentina","area_lndu_grasslands_ha",10202743.1299486
7,"Argentina","area_lndu_grasslands_ha",10494924.7343117
8,"Argentina","area_lndu_grasslands_ha",10734448.1301637
0,"Argentina","area_lndu_other_ha",205935.306652183
1,"Argentina","area_lndu_other_ha",355825.89198072
2,"Argentina","area_lndu_other_ha",131132.918568606
3,"Argentina","area_lndu_other_ha",60422.2775185677
4,"Argentina","area_lndu_other_ha",33610.1990400441
5,"Argentina","area_lndu_other_ha",22545.1463818353
6,"Argentina","area_lndu_other_ha",17499.8831388879
7,"Argentina","area_lndu_other_ha",14863.2039179696
8,"Argentina","area_lndu_other_ha",13174.2564430388
0,"Argentina","area_lndu_settlements_ha",424663.913996627
1,"Argentina","area_lndu_settlements_ha",554639.085360355
2,"Argentina","area_lndu_settlements_ha",556241.620417121
3,"Argentina","area_lndu_settlements_ha",554884.924364592
4,"Argentina","area_lndu_settlements_ha",552370.032701288
5,"Argentina","area_lndu_settlements_ha",549368.613886223
6,"Argentina","area_lndu_settlements_ha",546103.927426836
7,"Argentina","area_lndu_settlements_ha",542646.199170812
8,"Argentina","area_lndu_settlements_ha",538987.457651015
0,"Argentina","area_lndu_wetlands_ha",133256.591673559
1,"Argentina","area_lndu_wetlands_ha",142533.887223164
2,"Argentina","area_lndu_wetlands_ha",134072.913823756
3,"Argentina","area_lndu_wetlands_ha",126526.26106475
4,"Argentina","area_lndu_wetlands_ha",119503.037177446
5,"Argentina","area_lndu_wetlands_ha",112908.96326059
6,"Argentina","area_lndu_wetlands_ha",106642.650445368
7,"Argentina","area_lndu_wetlands_ha",100631.342030841
8,"Argentina","area_lndu_wetlands_ha",94796.1024704432
0,"Argentina","net_imports_lvst_buffalo",0
1,"Argentina","net_imports_lvst_buffalo",-13176
2,"Argentina","net_imports_lvst_buffalo",-13344
3,"Argentina","net_imports_lvst_buffalo",-13621
4,"Argentina","net_imports_lvst_buffalo",-14074
5,"Argentina","net_imports_lvst_buffalo",-14545
6,"Argentina","net_imports_lvst_buffalo",-15137
7,"Argentina","net_imports_lvst_buffalo",-15815
8,"Argentina","net_imports_lvst_buffalo",-16630
0,"Argentina","net_imports_lvst_cattle_dairy",0
1,"Argentina","net_imports_lvst_cattle_dairy",-1111269
2,"Argentina","net_imports_lvst_cattle_dairy",-1055749
3,"Argentina","net_imports_lvst_cattle_dairy",-1030298
4,"Argentina","net_imports_lvst_cattle_dairy",-1008639
5,"Argentina","net_imports_lvst_cattle_dairy",-989464
6,"Argentina","net_imports_lvst_cattle_dairy",-972253
7,"Argentina","net_imports_lvst_cattle_dairy",-956610
8,"Argentina","net_imports_lvst_cattle_dairy",-942539
0,"Argentina","net_imports_lvst_cattle_nondairy",0
1,"Argentina","net_imports_lvst_cattle_nondairy",-3636122
2,"Argentina","net_imports_lvst_cattle_nondairy",-3682409
3,"Argentina","net_imports_lvst_cattle_nondairy",-3758902
4,"Argentina","net_imports_lvst_cattle_nondairy",-3883854
5,"Argentina","net_imports_lvst_cattle_nondairy",-4013813
6,"Argentina","net_imports_lvst_cattle_nondairy",-4177264
7,"Argentina","net_imports_lvst_cattle_nondairy",-4364545
8,"Argentina","net_imports_lvst_cattle_nondairy",-4589300
0,"Argentina","net_imports_lvst_chickens",0
1,"Argentina","net_imports_lvst_chickens",0
2,"Argentina","net_imports_lvst_chickens",0
3,"Argentina","net_imports_lvst_chickens",0
4,"Argentina","net_imports_lvst_chickens",0
5,"Argentina","net_imports_lvst_chickens",0
6,"Argentina","net_imports_lvst_chickens",0
7,"Argentina","net_imports_lvst_chickens",0
8,"Argentina","net_imports_lvst_chickens",0
0,"Argentina","net_imports_lvst_goats",0
1,"Argentina","net_imports_lvst_goats",-74270
2,"Argentina","net_imports_lvst_goats",-73332
3,"Argentina","net_imports_lvst_goats",-73542
4,"Argentina","net_imports_lvst_goats",-74407
5,"Argentina","net_imports_lvst_goats",-75369
6,"Argentina","net_imports_lvst_goats",-76743
7,"Argentina","net_imports_lvst_goats",-78395
8,"Argentina","net_imports_lvst_goats",-80470
0,"Argentina","net_imports_lvst_horses",0
1,"Argentina","net_imports_lvst_horses",-373198
2,"Argentina","net_imports_lvst_horses",-368486
3,"Argentina","net_imports_lvst_horses",-369537
4,"Argentina","net_imports_lvst_horses",-373885
5,"Argentina","net_imports_lvst_horses",-378720
6,"Argentina","net_imports_lvst_horses",-385624
7,"Argentina","net_imports_lvst_horses",-393925
8,"Argentina","net_imports_lvst_horses",-404348
0,"Argentina","net_imports_lvst_mules",0
1,"Argentina","net_imports_lvst_mules",-15613
2,"Argentina","net_imports_lvst_mules",-15416
3,"Argentina","net_imports_lvst_mules",-15460
4,"Argentina","net_imports_lvst_mules",-15643
5,"Argentina","net_imports_lvst_mules",-15844
6,"Argentina","net_imports_lvst_mules",-16134
7,"Argentina","net_imports_lvst_mules",-16481
8,"Argentina","net_imports_lvst_mules",-16917
0,"Argentina","net_imports_lvst_pigs",0
1,"Argentina","net_imports_lvst_pigs",0
2,"Argentina","net_imports_lvst_pigs",0
3,"Argentina","net_imports_lvst_pigs",0
4,"Argentina","net_imports_lvst_pigs",0
5,"Argentina","net_imports_lvst_pigs",0
6,"Argentina","net_imports_lvst_pigs",0
7,"Argentina","net_imports_lvst_pigs",0
8,"Argentina","net_imports_lvst_pigs",0
0,"Argentina","net_imports_lvst_sheep",0
1,"Argentina","net_imports_lvst_sheep",-8557
2,"Argentina","net_imports_lvst_sheep",-8449
3,"Argentina","net_imports_lvst_sheep",-8473
4,"Argentina","net_imports_lvst_sheep",-8573
5,"Argentina","net_imports_lvst_sheep",-8684
6,"Argentina","net_imports_lvst_sheep",-8842
7,"Argentina","net_imports_lvst_sheep",-9033
8,"Argentina","net_imports_lvst_sheep",-9272
0,"Argentina","emissions_co2e_n2o_lndu_pastures",0.106888368149715
1,"Argentina","emissions_co2e_n2o_lndu_pastures",0.130929074779604
2,"Argentina","emissions_co2e_n2o_lndu_pastures",0.141965702277554
3,"Argentina","emissions_co2e_n2o_lndu_pastures",0.150979585632984
4,"Argentina","emissions_co2e_n2o_lndu_pastures",0.158625325938359
5,"Argentina","emissions_co2e_n2o_lndu_pastures",0.165245840997902
6,"Argentina","emissions_co2e_n2o_lndu_pastures",0.170983763194823
7,"Argentina","emissions_co2e_n2o_lndu_pastures",0.175880319896683
8,"Argentina","emissions_co2e_n2o_lndu_pastures",0.179894398372869
